Judul Lagu,Penyanyi,Genre,Lirik Lagu,Tahun Rilis,Label Emosi
petualangan cinta,foni susanti,Pop,"Setiap waktu kau selalu berganti-ganti
Dengan wanita sesuka hatimu
Kau permainkan kau hisap madu cintanya
Lalu kau buang setelah kau bosan

Kamu memang sang petualang cinta
Kamu memang sang penakluk wanita
Buat semua tergila-gila

Kamu memang sang petualang cinta
Kamu memang sang penakluk wanita
Buat semua tergila-gila

Kau permainkan kau hisap madu cintanya
Lalu kau buang setelah kau bosan

Kamu memang sang petualang cinta
Kamu memang sang penakluk wanita
Buat semua tergila-gila

Sungguh hancur hancurnya hatinya
Saat dia tahu kau duakan cintanya

Kamu memang sang petualang cinta
Kamu memang sang penakluk wanita
Buat semua tergila-gila",2024,marah
lini masa,rusli zainudin,Pop,"Mengapa aku mesti bertanya
Mengapa engkau harus menjawab
Langit yang cerah indah berseri
Izinkan aku tuk saling berbagi
Mendung di Ubud semakin cantik
Hamparan teras padi menghijau
Tidur bergantung seorang diri
Tembang pelangi mengalun syahdu
Bersama angin kupu-kupu terbang menari-nari
(terbang lincah riang menari)
Bunga sakura gugur di musim semi
Ku tak kan hancur rela menanti
Sampai kapan pun aku siaga
Untukmu kasih apalah saja
Seribu gunung rela ku daki
Ganasnya ombak ku jelajahi
Biarkan dunia tertawa
Melihatku bergelora
Semangat tak akan padam
Sampai hilang asa
Andai bumi terbelah dua
Hatiku tetap setia
Senapas demi cintaku
Terjaga sepanjang waktu
Tuhan kabulkan doakau
Meski sebatas rindu
Ku ingin seperti dulu
Angin segar bertiup sejuk
Hangat dedaun cemara
Galau hilanglah sudah
Bila saling percaya",2024,senang
kisah cinta di labuan bajo,rusli zainudin,Pop,"Merekah di Labuan bajo
Indah musik hati yang gundah
Sultan persia di Labuan Bajo
Bersama sang penari dan dayang-dayang
Genderang bertabuh, kapal berlabuh
Penari berlenggang musik berdendang
Hatipun senang, Penuh senyum riang
Oh cantiknya ...Penari lincah, rancak, indah bergaya
Kerling mata sebening embun pagi
Menggetar jiwa harap asmara
Oh..Kuingin bersama selamanya
Tembus langit mencuri hatinya
Di bawah sinar rembulan
Ketika sendiri berjalan
Kusapa berkenalan .. (di labuan bajo)
Cengkerama hingga larut malam
Kutatap wajahmu bibir tergugu
Raih jemarimu, engkau berlalu
Meninggalkanku terpaku di danau ende ..
Seorang diri ..mengejar bayangmu..
Mimpi indah.. di Labuan Bajo...
Pagi..labuan bajo
Terpana sang bidadari
Kasihku sang permaisuri
Cintaku tertelan api..
Ia berjalan ...disamping sang sultan
Tersenyum mesra tiada senada
Lirik sepintas senyuman nan lawas
Kau berikan hanya ..hanya..hanya..untukmu ...
Cinta terdampar di labuan bajo
Kisah cinta di labuan bajo
Kisah yang indah di labuan bajo
Kisah sang sultan di labuan bajo",2023,sedih
hanya kamu,rusli zainudin,Pop,"Di setiap waktu
Kuingin bertemu
Luangkan waktu
Bersama denganmu
Hatiku berseri
Kala cinta bersemi
Hanya kamu yang buat ku berarti

Hanya kamu kamu
Yang ku mau mau
Dalam.setiap waktuku hanya untukmu 

Hanya kamu kamu
Yang ku mau mau
Dalam.setiap waktuku hanya untukmu

Jangan pernah pergi
Tetaplah disini
Bahagia aku bersamu

Hanya kamu kamu
Yang ku mau mau
Dalam.setiap waktuku hanya untukmu

Kamu segalanya bagiku
Hanya kamu cinta abadiku",2025,senang
setidaknya,maysha jhuan,Pop,"Ini kisahku yang cukup berat
Lelah dengan yang namanya harap
Sepertinya aku menebakmu
Ada yang menyerah dan tak tentu arah

Hati tenggelam terlalu dalam
Sedang kau tak berani menyelam
Bila kau tak ingin ucapkanlah
Jangan tinggal diam bisu lalu hilang

Setidaknya aku pernah berjuang
Setidaknya ingin kau juga berjuang
Meski mungkin kau ada dekat yang lain
Dulu kau mengejarku bukan main

Setidaknya bilang pisah yang berani
Jangan hanya bilang cinta yang bernyali
Meski cukup sedih bila kau tinggalkan
Tapi lebih sedih bila aku kau gantungkan

Patah hati juga penuh arti
Mencintalah dengan hati-hati
Bila kau tak ingin ucapkanlah
Jangan tinggal diam bisu lalu hilang

Setidaknya aku pernah berjuang
Setidaknya ingin kau juga berjuang
Meski mungkin kau ada dekat yang lain
Dulu kau mengejarku bukan main

Setidaknya bilang pisah yang berani
Jangan hanya bilang cinta yang bernyali
Meski cukup sedih bila kau tinggalkan
Tapi lebih sedih bila aku kau gantungkan

Setidaknya
Aku pernah berjuang ingin
Kau juga berjuang meski
Kau ada dekat yang lain
Dulu kau mengejarku bukan main

Setidaknya bilang pisah yang berani
Jangan hanya bilang cinta yang bernyali
Meski cukup sedih bila kau tinggalkan
Tapi lebih sedih bila aku kau gantungkan

Tapi paling sedih bila aku digantikan",2025,sedih
diam,nindy ayunda,Pop,"Dulu aku selalu diam
Dengan semua sikapmu
Kau selalu pergi dariku
Setelah sakiti aku
Ku pendam semua sedih
Ku menangis sendiri
Semua yang ku lakukan
Selalu salah di depanmu
Kini ku akan pergi
Jangan tahan diriku
Aku tak tahan lagi
Menghadapi dirimu
Bukan aku berlari
Hanya ingin sendiri
Kamu bukan untukku
Aku bukan untukmu
I'm gonna miss you
My love
Mungkin bila aku t'lah pergi
Kamu akan mengerti
Aku manusia biasa
Yang mempunyai hati
Sebenarnya ku sakit
Meninggalkan dirimu
Tetapi lebih sakit
Bila harus bersama kamu
Kini ku akan pergi
Jangan tahan diriku
Aku tak tahan lagi
Menghadapi dirimu
Bukan aku berlari
Hanya ingin sendiri
Kamu bukan untukku
Aku bukan untukmu
I'm gonna miss you
My love
I'm gonna miss you
My love
I'm gonna miss you
Kini ku akan pergi
Jangan tahan diriku
Aku tak tahan lagi
Menghadapi dirimu
Bukan aku berlari
Hanya ingin sendiri
Kamu bukan untukku
Aku bukan untukmu
Kini ku akan pergi
Jangan tahan diriku
Aku tak tahan lagi
Menghadapi dirimu
Bukan aku berlari
Hanya ingin sendiri
Kamu bukan untukku
Aku bukan untukmu
I'm gonna miss you
My love",2008,sedih
membekas di hati,laluna,Pop,"perpisahan ini bukanlah pilihanku
kau yang pergi meninggalkan aku

pernah aku memuja dirimu
mencintamu setulus hatiku

kau yang slalu aku puja
ternyata menduakan aku
mengkhianati cintaku
tak pernah ku membayangkan
kau kan melukai hatiku
hancurkan mimpiku tinggalkan aku

mungkin aku bukanlah pilihanmu
tak seperti yang kau mau

kau yang slalu aku puja
ternyata menduakan aku
mengkhianati cintaku
tak pernah ku membayangkan
kau kan melukai hatiku
hancurkan mimpiku tinggalkan aku

sakit yang kurasa
takkan mudah sirna
membekas di hati ku terluka
entah sampai kapan
ku harus bertahan
melawan sedihku sendiri

kau yang slalu aku puja
ternyata menduakan aku
mengkhianati cintaku
tak pernah ku membayangkan
kau kan melukai hatiku
hancurkan mimpiku tinggalkan aku",2008,sedih
jalan terbaik,jameela key,Pop,"Mungkin kamu mengiraku begitu bodoh
Hingga berulang kali kau duakan cintaku
Aku diam saat ini bukan ku tak tau
Aku sudah tak peduli dengan semua ulahmu

Maafkan aku kini kuputuskan pergi
Meninggalkan semua luka dihatiku
Aku sudah tak sanggup lagi bertahan dengan luka yang kau beri
Ku mohon kau terima semua kenyataan ini
Mungkin ini lah jalan yang terbaik untuk aku dan kamu temukan bahagia

Mungkin kamu mengiraku begitu bodoh
Hingga berulang kali kau duakan cintaku
Rasa cinta yang ku punya untuk dirimu
Telah kau bunuh mati dengan semua ulahmu

Maafkan aku kini kuputuskan pergi
Meninggalkan semua luka dihatiku
Aku sudah tak sanggup lagi bertahan dengan luka yang kau beri
Ku mohon kau terima semua kenyataan ini
Mungkin ini lah jalan yang terbaik untuk aku dan kamu temukan bahagia
",2024,marah
bersamamu,jabal m noor,Pop,"Kau hadir
Di setiap hembusan malam
Menantikan
Di setiap helai belaian
Aku pun tahu
Cinta kita masih nyata
Cinta kita masih indah

Kau
Berikan semua kenangan di dalam mimpi
Serasa dunia seindah syurgawi hati ku. Jiwaku
Kau selalu ada
Kau dan aku ada dan ada

Jagalah
Menjaga cinta yang teramat berharga
Seirama cintaku berjanji
Satu hingga akhir ini
Selama nya kau yang tersàyang oh oh

Bertahan dalam hening nya harapan
Yang tersirat kau jadi kan segala nya indah
Hingga sampai akhir ini
Kau dan aku selama nya",2025,senang
hujan  ,nufa band,Pop,"Wanita dipuja karena hatinya
Indahnya bukan cantiknya
Lelaki biasanya memandang hatinya
Berbeda dengan diriku
Dan aku Lelaki

Hujan pun tak ingin membasahiku
Karena hatiku meninggalkanmu
Mentari tak hangat menyinariku
Karena dirinya yang menggantikanmu

Salahkah ku bila memilih dirinya
Yang lebih baik darimu
Karena ku Lelaki

Hujan pun tak ingin membasahiku
Karena hatiku meninggalkanmu
Mentari tak hangat menyinariku
Karena dirinya yang menggantikanmu

Percuma kau coba mencintaiku
Diriku bukan yang terbaik untukmu

Hujan pun tak ingin membasahiku
Karena hatiku meninggalkanmu
Mentari tak hangat menyinariku
Karena dirinya yang menggantikanmu

Hujan pun tak ingin membasahiku
Karena hatiku meninggalkanmu
Mentari tak hangat menyinariku
Karena dirinya yang menggantikanmu",2011,sedih
bunga jiwa,yovie & nuno,Pop,"Satu kau begitu indah
Dua kau memang menggoda
Tiga kau beri harapan
Aku jadi tak sabar
Langit tlah begitu gelap
Malam menggenapkan rasa
Engkau ada disamping aku
Jangan biarkan aku
Bawalah aku ke dalam
Ke dalam hangat dirimu
Bawalah aku ke sana
Menari dalam pelukanmu
Dekap dekaplah diriku
Dengar kan debaran hati
Jangan kau ragukan aku
Engkau bunga jiwaku
Bawalah aku ke dalam
Ke dalam hangat dirimu
Bawalah aku ke sana
Menari alam pelukan oh
Engkau bunga jiwaku
Hasrat semakin terbang
Melayang ke langit cinta
Andai sejauh itu
Kau inginkan diriku
Ku kan ada untukmu
Bawalah aku ke dalam
Ke dalam hangat dirimu
Bawalah aku ke sana
Menari dalam pelukan
Bawalah aku ke dalam
Ke dalam hangat dirimu
Bawalah aku ke sana
Menari dalam pelukan
Wo wo wo
Wo wo wo
Wo wo wo
Menari dalam pelukan
Bawalah aku ke dalam
Ke dalam hangat dirimu
Bawalah aku ke sana
Menari dalam pelukan
Ah ah ah ah ah an mu
Wo oh
Ye eh
Engkau bunga jiwaku",2025,senang
kau lagi,celine,Pop,"Dari malam hingga pagi
Ku coba berkali-kali
Tak pikirkanmu
Ku coba lagi dan lagi
Namun semakin ku hindari
Bayangmu semakin hadir
Ku sadar diri
Tak mungkin tuk miliki
Namun kau buatku semakin jatuh hati
Mengapa kau lagi, kau lagi
Terus hadir dalam hari-hari ku?
Mengapa ini tidak adil?
Karena ku tau kau tak rasakan yang sama di hati
Kau lagi, kau lagi
Terus muncul dalam mimpi-mimpi ku
Meski ku tau tak mungkin dirimu 'tuk ku miliki
Mengapa semakin hari
Hadirmu semakin ku nanti
Semoga kau tak sadari
Mengapa kau lagi, kau lagi
Terus hadir dalam hari-hari ku?
Mengapa ini tidak adil?
Karena ku tau kau tak rasakan yang sama di hati

Kau lagi, kau lagi
Terus muncul dalam mimpi-mimpi ku
Meski ku tau tak mungkin dirimu 'tuk ku miliki
Ku sadar diri
Tak mungkin tuk miliki
Namun kau buatku semakin jatuh hati
Mengapa kau lagi, kau lagi
Terus hadir dalam hari-hari ku?
Mengapa ini tidak adil?
Karena ku tau kau tak rasakan yang sama di hati
Kau lagi, kau lagi
Terus muncul dalam mimpi-mimpi ku
Meski ku tau tak mungkin dirimu tuk ku miliki4",2025,sedih
gapai bintang,etenia croft,Pop,"Langkah kecilku mulai di sini
Dengan mimpi di anganku
Walau jalanku penuh dengan liku
Takkan pernah berhenti
'Ku 'kan terbang tinggi ke langit
Menggapai bintang yang jauh
Walau rintangan menghadang
'Ku tak akan pernah menyerah
Cita-cita di depan mata
'Kan kuraih
Tak perlu 'ku takut semua gelisah
Kar'na mimpi 'kan bawa bahagia
Jalani hari dengan semangat
Langkahku wujudkan impian
'Ku 'kan terbang tinggi ke langit
Menggapai bintang yang jauh
Walau rintangan menghadang
'Ku tak akan pernah menyerah
Cita-cita di depan mata
'Kan kuraih
Mimpiku kujaga s'lalu (kujaga s'lalu)
Takkan pudar
Langkah ini (langkah ini) kuyakini (kuyakini)
Sampai titik tertinggi, hi, ha-ha-ha-ha-ha
'Ku 'kan terbang tinggi ke langit
Menggapai bintang yang jauh
Walau rintangan menghadang
'Ku tak akan pernah menyerah
Cita-cita di depan mata
'Kan kuraih
ho-oh
(Menggapai bintang yang jauh) bintang yang jauh
(Walau rintangan menghadang) menghadang
'Ku tak akan pernah menyerah
Cita-cita di depan mata
'Kan kuraih semua mimpiku",2024,senang
tak minta banyak,orchidaria,Pop,"Kemarin, tujuh belas tahun
Kukira, senang-senang saja
Nyatanya dunia makin kencang melaju
Mempermainkan usiaku
Menguji akal sehatku

Aku tak minta banyak
Biarkan ku sendiri sejenak
Memeluk sunyi
Melukis senyum di bibirku lagi
Haaaaa

Sudahlah, sudah dua lima
Kukira, senang-senang juga
Nyatanya dunia memang tak pernah puas
Meminta yang ku miliki
Menuntut yang tak kumiliki

Aku tak minta banyak
Biarkan ku sendiri sejenak
Sembuhkan luka
Melukis senyum di bibirku lagi
Haaaaaa
Aku tak minta banyak
Biarkan ku sendiri sejenak
Memeluk sunyi
Sembuhkan luka
Melukis senyum di bibirku lagi
Haaaaaa Haaaaa",2025,sedih
cinta yang kupunya,tya subiakto,Pop,"Takkan pernah terungkap
Ruang cintamu untuk siapa
Dan kaubuat aku bingung
Memikirkannya setiap saat
Ketika kumencoba
Membuka lubuk hatimu yang paling dalam
Namun kau tak mungkin
Menyatakan cintamu padaku
Kaubilang masih ternoda
Masa-masa yang telah berlalu
Namun kuharap kaubisa melupakan
Cintamu yang dulu
Dan raihlah tanganku
Untuk merangkulmu
Dengan cinta yang aku punya",2022,sedih
"rumah, tak pulang",orchidaria,Pop,"Malam ini terakhir kali
Ku bersandar di bahumu
Sebagai kekasih
Esok, tak lagi bersama
Kau abadi di dadaku
Sebagai kenangan

Aku perempuan itu
Yang sanggup memeluk tubuhmu
Tapi ku tak akan mampu
Takkan pernah mampu memeluk doamu

Dan kita harus terima
Air mata tak menahan
Iman kita memanggil (kembali)

Kamulah lelaki itu
Yang sanggup menjadi rumah
Tapi kau tak akan mampu
Takkan pernah mampu menjadi pulang

Betapa pun indah rumah yang kita bayangkan (kita bayangkan)
Akhir cerita, tak pulang bersama",2025,sedih
soulmate,kahitna,Pop,"Ketika engkau datang
Mengapa di saat ku tak mungkin menggapaimu?
Meskipun t'lah kausemaikan cinta
Di balik senyuman indah
Kaujadikan seakan nyata
Seolah kau belahan jiwa
Meskipun tak mungkin lagi
'Tuk menjadi pasanganku
Namun, kuyakini cinta
Kau kekasih hati
Wo-oh-oh-oh, oh-oh-oh-oh-oh-oh
Terkadang begitu sukar (begitu sukar)
Untuk dimengerti semua ini (dimengerti semua ini)
Kita terlambat (semua)
Meskipun t'lah kausemaikan cinta
Di balik senyuman indah
Kaujadikan seakan nyata
Seolah kau belahan jiwa
Meskipun tak mungkin lagi
'Tuk menjadi pasanganku
Namun, kuyakini cinta
Kau kekasih hati
Oh-wo
Oh-oh, oh-wo
Ho-oh-oh-ho-oh-oh-ho
Meskipun tak mungkin lagi
'Tuk menjadi pasanganku
Namun, kuyakini cinta
Kau kekasih hati
Di balik senyuman indah
Kaujadikan seakan nyata
Seolah kau belahan jiwa
Meskipun tak mungkin lagi
'Tuk menjadi pasanganku (pasanganku)
Namun, kuyakini cinta
Kau kekasih hati
Meskipun tak mungkin lagi
'Tuk menjadi pasanganku
Namun, kuyakini cinta
Kau kekasih hati
Oh-ho-oh",2006,sedih
menunggu cinta,aqeela calista,Pop,"Dengarlah curhatku
Ku sedang jatuh cinta
Apakah dia tahu
Yang sedang aku rasa?
T'lah kupendam lama
Namun apakah begini saja?
Bagaimana ku mengungkap cinta padamu?
Ku tak ingini terlalu lama menunggu
Kar'na ku wanita, tak mungkin yang pertama
Bilang padamu bahwa aku cinta
Dengarlah curhatku (dengar curhatku)
Ku sedang jatuh cinta
Apakah dia tahu
Yang sedang aku rasa?
T'lah kupendam lama
Namun apakah begini saja?
Bagaimana ku mengungkap cinta padamu?
Ku tak ingini terlalu lama menunggu
Kar'na ku wanita, tak mungkin yang pertama
Bilang padamu bahwa aku cinta
Ha-ya
(Hu-uh-hu, hu-uh-uh-hu)
Perlukah ku yang ungkap (perlukah ku)
Bahwa aku mencinta (mencinta)
Jika kau sulit bicara?
Bagaimana ku mengungkap cinta padamu?
Bagaimana ku mengungkap cinta padamu?
Ku tak ingini terlalu lama menunggu
Kar'na ku wanita, tak mungkin yang pertama
Bilang padamu bahwa aku cinta
Kutunggu hingga kau juga merasa",2021,sedih
pernah dicinta,elsa japasal,Pop,"Maaf karena bukan aku yang buatmu tersenyum
Maaf belum bisa jadi yang paling kau sayang

Pergilah saja tak usah hiraukan aku
Aku kan baik-baik saja, kan baik saja, semoga?

Silakan ambil kembali cinta yang telah kau beri
Silakan hapus kenangan jika itu buatmu tenang
Tapi izinkan ku simpan yang paling membekas di hati
Meski semua sementara, kau buatku merasa pernah dicinta

Tak mengapa jika nanti kau lupakan aku
Tak mengapa jika ku bukan bagian di hidupmu

Abaikan saja air mata dan tangisku
Nanti juga ada akhirnya, akan berhenti semoga

Silakan ambil kembali cinta yang telah kau beri
Silakan hapus kenangan jika itu buatmu tenang
Tapi izinkan ku simpan yang paling membekas di hati
Meski semua sementara, kau buatku merasa pernah dicinta

Hanya saja pernah ku meyakinkan
hati tuk hanya bisa jatuh cinta
satu kali saja dan kamulah yang kupilih

Silakan ambil kembali cinta yang telah kau beri
Silakan hapus kenangan jika itu buatmu tenang
Tapi izinkan ku simpan yang paling membekas di hati
Meski semua sementara, kau buatku merasa pernah dicinta

Meski semua sementara, kau buatku merasa pernah dicinta",2025,sedih
bunga maaf,the lantis,Pop,"Hai masihkah
Luka itu ada di sana?
Yang kutinggalkan
Saat kita masih bersama
Kini waktu terasa berbeda
Tanpa hadirmu
Keras hati yang dulu bicara
Berujung pilu
Andai angin mengulang sebuah masa yang t'lah usang
'Kan kutelan isi bumi hanya untukmu
Terima bunga maafku, layu termakan egoku
Meski ku tahu tak bisa
Oh, mungkinkah
Ada rindu di balik benci itu?
Yang perlahan menghilang
Saat nyamanku tak lagi kau butuh
Kini waktu terasa berbeda
Tanpa hadirmu
Keras hati yang dulu bicara
Berujung pilu
Andai angin mengulang sebuah masa yang t'lah usang
'Kan kutelan isi bumi hanya untukmu
Terima bunga maafku, layu termakan egoku
Meski ku tahu tak bisa
Andai angin mengulang semua masa yang t'lah hilang
'Kan kutelan isi bumi hanya untukmu
Terima bunga maafku, layu termakan egoku
Meski ku tahu (meski ku tahu)
Meski ku tahu ku tak akan bisa",2024,sedih
paling sejati,roziana cindy,Pop,"Ku, aku jatuh cinta
Cinta benar adanya
Cinta itupun sederhana
Cukup tak membuat terluka
Kau buatku tertarik
Hati lalu berbisik
Ini keadaan terbaik
Ku bertemu manusia baik
Engkau cinta paling sejati
Engkau cinta paling sehati
Aku manusia beruntung
Memiliki kesempatan hidup bersamamu
Engkau sayang paling berharga
Engkau sayang paling berwarna
Alam raya menyapa kita dengan senyum
Jadi saksi indah, tentang kita
Berkunjung ke jantungku
Bukan sebagai tamu
Sebagai pemilik hatiku
Yang kan menetap selamanya
Oh Oh Oooh
Hooo Ooo Uuu
Hmmmmm
Engkau cinta paling sejati
Engkau cinta paling sehati
Aku manusia beruntung
Memiliki kesempatan hidup bersamamu
Engkau sayang paling berharga
Engkau sayang paling berwarna
Alam raya menyapa kita dengan senyum
Jadi saksi indah, tentang kita
Jadi saksi indah, tentang kita
Jadi saksi indah, tentang kita",2024,senang
cukup,ziva magnolya,Pop,"Hanya aku yang mampu bertahan
Di sini, s'lalu di sini
Di sampingmu
Walau sering aku terluka kar'namu
Bertahan di dalam sedih
Kar'na ku cinta
Aku bingung, ku harus bagaimana bertahan
Tapi ku yang terluka
Ingin ku lari darimu
Sadar aku lemah tanpamu
Haruskah ku terus bersama denganmu?
Sementara, kau tak peduli padaku
Hampir habis sudah kesabaran ini
S'lama ini ku terlalu tahan sendiri
Kurang apa hidupku padamu?
Kau yang tahu betapa besar rasa cintaku
Tak pernah banyak pintaku padamu
Ku hanya butuh kauhargai aku
Cukup
Hargai aku s'bagai kekasihmu
Ku hanya butuh perhatian darimu
Tak banyak, cukup itu
Haruskah ku terus bersama denganmu?
Sementara, kau tak peduli padaku
Hampir habis sudah kesabaran ini
S'lama ini ku terlalu tahan sendiri
Kurang apa hidupku padamu?
Kau yang tahu betapa besar rasa cintaku
Tak pernah banyak pintaku padamu
(Ku hanya butuh) ku hanya butuh kauhargai aku
Cukup
Hanya butuh kauhargai aku
Cukup",2025,sedih
peri cintaku,ziva magnolya,Pop,"Di dalam hati ini, hanya satu nama
Yang ada di tulus hati kuingini
Kesetiaan yang indah takkan tertandingi
Hanyalah dirimu, satu peri cintaku
Benteng begitu tinggi
Sulit untuk kugapai, ho-oh
Aku untuk kamu
Kamu untuk aku
Namun semua, apa mungkin
Iman kita yang berbeda?
Tuhan memang satu
Kita yang tak sama
Haruskah aku lantas pergi
Meski cinta takkan bisa pergi?
Ho-oh-ho-oh
Ho-oh, benteng begitu tinggi
Sulit untuk kugapai, oh
Aku untuk kamu
Kamu untuk aku
Namun semua, apa mungkin
Iman kita yang berbeda?
Tuhan memang satu
Kita yang tak sama
Haruskah aku lantas pergi
Meski cinta takkan bisa pergi?
Bukankah cinta anug'rah
Berikan aku kesempatan
'Tuk menjaganya sepenuh jiwa? Ho-oh
Aku untuk kamu
Kamu untuk aku
Namun semua, apa mungkin
Iman kita yang berbeda?
Tuhan memang satu
Kita (kita) yang tak sama (yang tak sama)
Haruskah aku lantas pergi
Meski cinta takkan bisa pergi? Ho-oh
Namun semua, apa mungkin
Iman kita yang berbeda?
Tuhan memang satu
Kita yang tak sama
Haruskah aku lantas pergi
Meski cinta takkan bisa pergi?
Ho-oh-hm-mm",2022,sedih
